Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
27/08/2021,"BALLYLOUNDASH, HERBERTSTOWN, LIMERICK",Limerick,,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/09/2021,"9 RIVER COURT, DUNBOYNE, MEATH",Meath,A86VF68,"€92,500.00",Yes,No,Second-Hand Dwelling house /Apartment,
27/04/2021,"84 Mill View, Ballinglanna, Glanmire",Cork,,"€277,532.00",No,Yes,New Dwelling house /Apartment,
04/10/2021,"21 ARMSTRONGS RANGE, ENNISCORTHY, CO WEXFORD",Wexford,Y21F9K4,"€74,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/02/2021,"APT 30 PREMIER SQ, GLASNEVIN, DUBLIN 11",Dublin,,"€222,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/11/2021,"21 HIGGINS PK, FAIRGREEN MOUNTMELLICK RD, PORTLAOISE",Laois,R32PR8X,"€148,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2021,"11 The Downs, Barnhall Meadows, Leixlip",Kildare,,"€270,000.00",Yes,Yes,New Dwelling house /Apartment,
16/12/2021,"2 COIS NA MARA, THE PROMENADE, LAHINCH",Clare,V95XW57,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/11/2021,"27 BARLEY HILL COURT, BOHOLA, MAYO",Mayo,F12VY60,"€170,577.00",No,No,Second-Hand Dwelling house /Apartment,
28/05/2021,"23 AENSUS HOUSE, DOCKLANDS, GALWAY",Galway,,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/09/2021,"35 PORTERSGATE CRESCENT, CLONSILLA W, DUBLIN 15",Dublin,D15N8HX,"€550,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/05/2021,"DROMINEER, NENAGH, CO TIPPERARY",Tipperary,,"€107,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/11/2021,"Ballymartin More, ROSCOMMON, COUNTY ROSCOMMON",Roscommon,F42E065,"€126,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/08/2021,"20 BAYVIEW CRESCENT, KILLINEY HILL ROAD, COUNTY DUBLIN",Dublin,A96KX08,"€485,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/12/2021,"16 MAYDENHAYES LANE, MORNINGTON, CO MEATH",Meath,A92TFC3,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/10/2021,"55 THE PARK, ORLYNN PARK, CO. DUBLIN",Dublin,K45CY91,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/10/2021,"11 ARMSTRONG GROVE, NEW ROAD, CLARA",Offaly,R35RV08,"€132,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/07/2021,"THE STICKS, BALLINADRIMNA, KILDALKEY",Meath,C15VX96,"€289,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/12/2021,"110 SALTHILL APTS, MONKSTOWN, BLACKROCK",Dublin,A94PK49,"€890,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/07/2021,"12 CHARNWOOD HEATH, CLONSILLA, DUBLIN 15",Dublin,D15E2V3,"€437,500.00",No,No,Second-Hand Dwelling house /Apartment,
05/05/2021,"51 REUBEN ST, DOLPHINS BARN, DUBLIN 8",Dublin,D08DY2P,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/02/2021,"10 BAYVIEW COURT, KILLINEY, DUBLIN",Dublin,,"€445,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/02/2021,"20 Abbey Way, Mungret Gate, Mungret",Limerick,,"€246,696.00",No,Yes,New Dwelling house /Apartment,
18/11/2021,"DUNGANNON, CARRICKBRACK RD, HOWTH",Dublin,D13WP28,"€1,400,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/10/2021,"13 WELL FIELD, GARRYOWEN, LIMERICK",Limerick,V94Y7HW,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/08/2021,"SHORE ROAD, CARLAND KERRYKEEL, LETTERKENNY",Donegal,,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/09/2021,"WHITE HOUSE, SHORE RD, STRANDHILL",Sligo,,"€550,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/12/2021,"1 TUBBER RD, GORT, GALWAY",Galway,H91NC5F,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/08/2021,"HILLSIDE BALLYBANE, LISCARROLL, CORK",Cork,,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/09/2021,"LIOS CARRAIG, BALLYCAHANE UPPER, MANISTER",Limerick,V35C951,"€590,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/10/2021,"15 ST HELIERS COPSE, STILLORGAN PARK, BLACKROCK",Dublin,A94AK81,"€525,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/01/2021,"GLEBE HOUSE, ANNADUFF GLEBE, CARRICK ON SHANNON",Leitrim,,"€370,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2021,"23 MILNERS SQ, SHANOWEN RD, SANTRY DUBLIN 9",Dublin,D09E972,"€322,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/08/2021,"97 WYLIES HILL, BALLYBAY, MONAGHAN",Monaghan,A75YN66,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/07/2021,"27 SAILIN, WELLPARK, GALWAY",Galway,H91VX9F,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/09/2021,"11 ARD AOIBHINN BLOCK 2, CRADDOCKSTOWN, MASI",Kildare,W91T622,"€232,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2021,"2 WILLOW GATE, BEECH LAWN, DUNDRUM DUBLIN 16",Dublin,D16DR77,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/02/2021,"70 Willow Drive, Dunshaughlin",Meath,,"€295,154.19",No,Yes,New Dwelling house /Apartment,
23/12/2021,"8 Hanbour View, Glengariff",Cork,,"€155,000.00",No,Yes,New Dwelling house /Apartment,
22/09/2021,"12 GANDON HOUSE, CUSTOM HOUSE SQ, MAYOR ST DUBLIN 1",Dublin,D01AY92,"€610,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/01/2021,"27 FOXFIELD RD, RAHENY, DUBLIN 5",Dublin,,"€575,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/09/2021,"THATCHED COTTAGE, CLOONKEELY, HEADFORD",Galway,,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/05/2021,"135 Drakes Point, Crosshaven, County Cork",Cork,,"€275,615.00",No,Yes,New Dwelling house /Apartment,
01/06/2021,"CURRY, TUBBERCURRY, SLIGO",Sligo,,"€51,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/06/2021,"BLOCK 4A NO. 79 THE MOYLE, PROSPECT HILL  TOLKA VALLEY, ROAD  FINGLAS  DN147704F",Dublin,D11WN82,"€32,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
20/12/2021,"29 SHANGARRY HOLIDAY VILLAGE, SHANAGARRY, HOLIDAY VILLAGE",Cork,,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/02/2021,"100 EAGLE VALLEY, ENNISKERRY, WICKLOW",Wicklow,,"€985,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/12/2021,"14 CASTLEGATE MEWS, ADAMSTOWN CASTLE, ADAMSTOWN",Dublin,K78HX49,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/11/2021,"FREIGHMORE, CASTLEPOLLARD, MULLINGAR",Westmeath,N91XK03,"€239,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2021,"60 THE HIBERNIAN, THE GASWORKS, BARROW ST DUBLIN 4",Dublin,D04K0V5,"€170,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
18/03/2021,"37 GOODTIDE HARBOUR, BATH ST, WEXFORD",Wexford,,"€101,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/01/2021,"5 GLENCARRIG, GLENEALY, WICKLOW",Wicklow,,"€700,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/02/2021,"HILLSIDE, MOUNTAIN RD, TUBBERCURRY",Sligo,,"€82,500.00",No,No,Second-Hand Dwelling house /Apartment,
31/03/2021,"26 THE PARK, LAKE POINT, MULLINGAR",Westmeath,,"€164,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/12/2021,"24 The Wood, Oldbridge Manor, Rathmullan",Meath,,"€295,154.18",No,Yes,New Dwelling house /Apartment,
29/10/2021,"ROCK COTTAGE, LISLEVANE, BANDON",Cork,P72AH05,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/09/2021,"KILLUREBEG, AHASCRAGH, BALLINASLOE",Galway,,"€39,302.00",Yes,No,Second-Hand Dwelling house /Apartment,
26/02/2021,"29 HOLLYBROOK RD, CLONTARF, DUBLIN 3",Dublin,,"€1,440,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/02/2021,"31 LAWLESS TERRACE, BALBRIGGAN, DUBLIN",Dublin,,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/06/2021,"DEVELEASH, KILTIMAGH, CO MAYO",Mayo,,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/09/2021,"PARKATLEVA, BALLA ROAD, CLAREMORRIS",Mayo,,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/09/2021,"15 The Oaks, Bellevue, Frankfield",Cork,,"€397,900.00",No,Yes,New Dwelling house /Apartment,
24/03/2021,"26 AVONDALE DR, GREYSTONES, LIMERICK",Limerick,V94A0TE,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/12/2021,"37 The Court, Ledwill Park, Kilcock",Kildare,,"€334,802.00",No,Yes,New Dwelling house /Apartment,
24/08/2021,"4 HOLLY WALK, CROMWELLSFORT GROVE, MULGANNON",Wexford,Y35NX31,"€163,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2021,"26 Archers Wood Drive, Delgany",Wicklow,,"€538,392.06",No,Yes,New Dwelling house /Apartment,
25/05/2021,"6 ST VINCENT ST, S C RD, DUBLIN 8",Dublin,,"€500,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/05/2021,"8 DRUMNAVANAGH CLOSE, CAVAN, CAVAN",Cavan,H12VF29,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/06/2021,"BARRYMORE HOUSE, WOODLANDS, BARRYMORE",Roscommon,N37W5D9,"€700,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/07/2021,"33 The Avenue, Whitefield Hall, Bettystown",Meath,,"€270,484.58",No,Yes,New Dwelling house /Apartment,
29/01/2021,"31 ANGLERS WALK, RHEBOGUE, LIMERICK",Limerick,,"€192,500.00",No,No,Second-Hand Dwelling house /Apartment,
14/10/2021,"BALLYMACWARD, BALLINASLOE, GALWAY",Galway,,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/09/2021,"23 ASHFIELD GARDENS, MULHUDDART, DUBLIN 15",Dublin,D15EDX9,"€306,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/06/2021,"136 CARNLOUGH RD, CABRA, DUBLIN 7",Dublin,D07Y0H6,"€206,415.00",No,No,Second-Hand Dwelling house /Apartment,
29/03/2021,"20 ARDMORE WOOD, BRAY, WICKLOW",Wicklow,,"€470,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/04/2021,"KEREIGHT, BALLYHOGUE, ENNISCORTHY",Wexford,,"€273,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/05/2021,"44 WHITECLIFF, WHITECHURCH RD, RATHFARNHAM DUBLIN 16",Dublin,D16A520,"€560,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2021,"Torpanmore, Roscommon",Roscommon,,"€70,000.00",No,Yes,New Dwelling house /Apartment,
23/08/2021,"RATHLEE LODGE, RATHLEE, EASKEY",Sligo,,"€380,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/06/2021,"25 THE COUNTY APARTMENTS, CARRICK-ON-SHANNON, CO LEITRIM",Leitrim,N41A721,"€79,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2021,"SHEEMORE, THE GLEBE, BOLLARNEY SOUTH",Wicklow,,"€201,100.00",No,No,Second-Hand Dwelling house /Apartment,
21/08/2021,"59 COOLEEN AVE, BEAUMONT, DUBLIN 9",Dublin,D09TK79,"€415,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/07/2021,"22 BAYVIEW DR, WEXFORD, WEXFORD",Wexford,Y35X7E8,"€196,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/09/2021,"WEST END, DUNCANNON, NEW ROSS",Wexford,,"€380,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/12/2021,"COOLTURK, CROSSMOLINA, CO. MAYO",Mayo,,"€85,845.00",No,No,Second-Hand Dwelling house /Apartment,
26/10/2021,"Apartment 34 Strand View, Strand Road, Bray",Wicklow,,"€528,634.36",No,Yes,New Dwelling house /Apartment,
21/12/2021,"57 BRU NA GRUADAN, CASTLETROY, LIMERICK",Limerick,V94C5CW,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/09/2021,"27 MEADOWBANK PARK, LETTERKENNY, CO DONEGAL",Donegal,F92D2VC,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/02/2021,"13 THE GLEBE, NEWCASTLE, DUBLIN",Dublin,,"€6,900.00",Yes,No,Second-Hand Dwelling house /Apartment,
22/03/2021,"23 SHANID GARDENS, SHANAGOLDEN, LIMERICK",Limerick,,"€129,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/08/2021,"42 MOANBANE PARK, KILCULLEN, KILDARE",Kildare,R56H022,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/05/2021,"12 MULBERRY COURT, CARPENTERSTOWN RD, CASTLEKNOCK DUBLIN 15",Dublin,D15F5F1,"€277,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/11/2021,"3 THE PADDOCK, BUSHY PARK ROAD, RATHGAR",Dublin,D06Y2X6,"€1,409,692.00",No,Yes,New Dwelling house /Apartment,
26/10/2021,"No. 30 Cois Dara, Chapelstown, Tullow Road",Carlow,,"€176,211.45",No,Yes,New Dwelling house /Apartment,
24/02/2021,"DEMAILSTOWN, KILBERRY, NAVAN",Meath,,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/06/2021,"23 WOODSTOWN PARK, KNOCKLYON, DUBLIN 16",Dublin,D16FX39,"€467,500.00",No,No,Second-Hand Dwelling house /Apartment,
06/12/2021,"22 THE BRAMBLES, CLASSES LAKE, BALLINCOLLIG",Cork,P31Y018,"€390,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/05/2021,"BLOCK A APT 10, ST ANGELAS COLLEGE STUDENT RESIDENC, LOUGH GILL",Sligo,,"€1,020,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/03/2021,"Apartment 9, Block 17, New Priory",Dublin,,"€305,000.00",No,Yes,New Dwelling house /Apartment,
30/04/2021,"APT 60 PARKGATE PLACE, PARKGATE STREET, DUBLIN 8",Dublin,,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/09/2021,"APT 2, THE MOORINGS, AMERICAN ST",Mayo,F26AP22,"€45,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/08/2021,"APT 12 TULLA E1 TULLA HOUSE, CLARE VILLAGE, CLARE HALL",Dublin,D17Y431,"€321,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/11/2021,"CASTLEHILL BUNGALOW 1, BALLINESKER, ENNISCORTHY",Wexford,Y21FX27,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/09/2021,"64 The Riverside, Ryebridge, Kilcock",Kildare,,"€405,286.34",No,Yes,New Dwelling house /Apartment,
14/12/2021,"MOYVEELA, DERRYDONNELL, ORANMORE",Galway,H91A8XA,"€302,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/02/2021,"8 Grand Canal Wood, Allenwood",Kildare,,"€335,000.00",No,Yes,New Dwelling house /Apartment,
31/03/2021,"DOONAMONTANE, BALLYHEIGUE, TRALEE",Kerry,,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/12/2021,"16 WATERMILL APTS, WATERMILL RD, BETTYGLEN DUBLIN 5",Dublin,D05DA32,"€365,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/12/2021,"VERONA, 2 SANDYFORD DOWNS, SANDYFORD DUBLIN 18",Dublin,D18C8P6,"€735,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/09/2021,"160 MEADOWVIEW, DROGHEDA, CO LOUTH",Louth,A92HTP3,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/05/2021,"No.  7 WOODVIEW TERRACE, MAIN ST, STRANORLAR",Donegal,F93VE06,"€67,650.00",No,No,Second-Hand Dwelling house /Apartment,
30/04/2021,"7 THE CLOISTERS, ABBEY ST, SLIGO",Sligo,F91CA43,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/08/2021,"128 LONGTON PARK, NEWBRIDGE, KILDARE",Kildare,W12X827,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2021,"10 ST AIDANS VILLAS, ENNISCORTHY, WEXFORD",Wexford,Y21C7V2,"€152,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/11/2021,"BURKE ST, FETHARD, TIPPERARY",Tipperary,E91DP23,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/03/2021,"51 BAWNVILLE RD, TALLAGHT, DUBLIN 24",Dublin,,"€296,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/11/2021,"9 LAURENCETOWN, BALLINASLOE, GALWAY",Galway,H53R860,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2021,"34 THE SHOWGROUNDS, RATHDOWNEY, LAOIS",Laois,R32V215,"€167,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/07/2021,"23 TRAFALGAR LANE, MONKSTOWN, CO DUBLIN",Dublin,A94NV20,"€1,000,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/05/2021,"26 GLEN CORRIN, WATERGRASSHILL, CORK",Cork,T56T186,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/11/2021,"KNOCKEEN, BUTLERSTOWN, WATERFORD",Waterford,X91A9Y1,"€315,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/08/2021,"3 GLEANN ALAINN, CROSSBARRY, CORK",Cork,T12FV3K,"€470,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/12/2021,"AN CLOCK MOR, MONAMOLIN, RATHNURE ENNISCORTHY",Wexford,Y21R963,"€374,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/03/2021,"GULLANE, CLONAKILTY, CORK",Cork,,"€335,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/03/2021,"80 RETREAT PARK, ATHLONE, CO WESTMEATH",Westmeath,,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/03/2021,"8 RHEBOGUE HILL, RHEBOGUE, LIMERICK",Limerick,V94H1WY,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/04/2021,"31 FERRYCARRIG AVE, COOLOCK DUBLIN 17, DUBLIN",Dublin,,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/03/2021,"4 SEA CREST, BUNCRANA, CO DONEGAL",Donegal,,"€184,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/07/2021,"REAR 25 ST MARYS RD, PEMBROKE GARDENS, BALLSBRIDGE DUBLIN 4",Dublin,,"€710,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/11/2021,"35 Linenfield Crescent, Ballymakenny Road, Drogheda",Louth,,"€254,634.36",No,Yes,New Dwelling house /Apartment,
11/03/2021,"JACKARANDA, POLDOON, FOLKSMILLS",Wexford,,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/10/2021,"BARCLEY, FLEMINGTON, BALBRIGGAN",Dublin,,"€590,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/09/2021,"2 MOUNTKENNEDY COURT, MAIN ST, NEWTOWNMOUNTKENNEDY",Wicklow,A63D859,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/10/2021,"46 HILLCREST PARK, GLASNEVIN, DUBLIN 11",Dublin,D11WC62,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/02/2021,"20 ELM CASTLE DR, KILNAMANAGH, DUBLIN 24",Dublin,,"€172,500.00",No,No,Second-Hand Dwelling house /Apartment,
27/08/2021,"38 IONA RD, GLASNEVIN, DUBLIN 9",Dublin,D09W1C7,"€1,760,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/04/2021,"MARKET ST, RATHMULLAN, DONEGAL",Donegal,,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/06/2021,"21 KINSELLA HALL, COLLEGEWOOD, CASTLEKNOCK DUBLIN 15",Dublin,D15A6YC,"€291,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/07/2021,"66 GLEDSWOOD PARK, CLONSKEAGH, DUBLIN 14",Dublin,D14FP48,"€925,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/06/2021,"25 COLLEGE ORCHARD, NEWBRIDGE, KILDARE",Kildare,W12P968,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2021,"RATHCLOGHEEN, GOLDEN, CO TIPPERARY",Tipperary,E25R868,"€93,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/10/2021,"1 TUDOR ROAD, RANELAGH, DUBLIN 6",Dublin,D06R3N8,"€1,175,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/11/2021,"27 ROSSMORE VIEW, GRAIGUECULLEN, CARLOW",Laois,R93K2P6,"€38,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
16/12/2021,"35 GORT NA RI, GORT RD, ENNIS",Clare,V95F82T,"€305,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/08/2021,"98 RIVER VILLAGE BEALNAMULLIA, ATHLONE, WESTMEATH",Westmeath,N37X0X4,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/03/2021,"DUNLYNNE, DUNSHAUGHLIN, MEATH",Meath,,"€392,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/04/2021,"16 MILL ST, GALWAY, GALWAY",Galway,H91H6WE,"€299,725.00",No,No,Second-Hand Dwelling house /Apartment,
18/08/2021,"79 RUSSELL AVENUE, DRUMCONDRA, DUBLIN 3",Dublin,D03WD37,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/06/2021,"5 GRIFFIN PARK, TRIM, MEATH",Meath,C15W665,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/11/2021,"5 THE SQUARE, LARCHILL, SANTRY",Dublin,D17AR07,"€263,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/07/2021,"3 WOODVILLE CLOSE, WOODVILLE DOWNS, LUCAN",Dublin,K78HY38,"€405,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/09/2021,"MARINE TERRACE, ROUNDSTONE, GALWAY",Galway,,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/10/2021,"22 Primrose Square, Primrose Gardens, Jigginstown",Kildare,,"€339,200.00",No,Yes,New Dwelling house /Apartment,
14/06/2021,"69 BALLYCANEW COURT, BALLYCANEW, WEXFORD",Wexford,Y25W207,"€108,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
30/11/2021,"14 ARDKEEN WOODS, ARDKEEN, WATERFORD",Waterford,,"€182,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/02/2021,"33 The Barrington, Block 6B  Level 1, Lansdowne Place",Dublin,,"€975,000.00",No,Yes,New Dwelling house /Apartment,
01/11/2021,"6 MAGENTA HALL, SANTRY, DUBLIN 9",Dublin,D09FP80,"€405,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/04/2021,"7 PARKHILL WAY, DUBLIN 24, DUBLIN",Dublin,D24W6EC,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/10/2021,"16 BRU NA GRUADAN, CASTLETROY, LIMERICK",Limerick,V94FT5W,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/02/2021,"15 PEARSE PARK, TULLAMORE, CO OFFALY",Offaly,,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/03/2021,"88 ARDLEA, DUNSHAUGHLIN, MEATH",Meath,,"€316,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/04/2021,"10 Shackleton Grange, LUCAN",Dublin,,"€299,559.47",No,Yes,New Dwelling house /Apartment,
20/09/2021,"24 WHITETHORN WALK, LUSK VILLAGE, DUBLIN",Dublin,K45HY59,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/02/2021,"177 OLDBRIDGE STATION, OSBERSTOWN, NAAS",Kildare,,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/12/2021,"31 ST MICHAEL'S PARK, PORTARLINGTON, CO LAOIS",Laois,R32E2R3,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/11/2021,"24 THE LANE, FOX LODGE WOODS, RATOATH",Meath,A85E650,"€335,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/11/2021,"1 BARRACK STREET, ENNIS, ENNIS",Clare,,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/03/2021,"81 ROANMORE PARK, WATERFORD",Waterford,,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/11/2021,"40 NEWCOURT, SWORDS, CO DUBLIN",Dublin,K67F840,"€380,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/05/2021,"33 ARD AULIN, MUNGRET, LIMERICK",Limerick,V94ECN5,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/10/2021,"119 TIRELLAN HEIGHTS, GALWAY, GALWAY",Galway,H91KVT6,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/12/2021,"UNIT 1 ROSEMOUNT, ROSCREA, COUNTY TIPPERARY",Tipperary,,"€22,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/10/2021,"17 The Pines, Avourwen, Drogheda",Meath,,"€255,066.00",No,Yes,New Dwelling house /Apartment,
12/07/2021,"16 Sea Field, Shanagarry, Co. Cork",Cork,,"€396,475.76",No,Yes,New Dwelling house /Apartment,
12/07/2021,"66 BREMORE PASTURES WAY, BALBRIGGAN, DUBLIN",Dublin,K32FV39,"€176,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/08/2021,"DANESFORT, CAVAN",Cavan,,"€282,500.00",No,No,Second-Hand Dwelling house /Apartment,
08/11/2021,"24 MORRISSONS RD, WATERFORD, WATERFORD",Waterford,X91XFD2,"€129,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2021,"53 Holllywoodrath Drive, Hollywoodrath, Hollystown",Dublin,,"€353,659.00",No,Yes,New Dwelling house /Apartment,
08/10/2021,"24 CUAN NA GREINE, PASSAGE WEST, WATERFORD",Waterford,X91H5Y2,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/03/2021,"SILVER SHADOWS, LETTERFAD, LETTERBARROW",Donegal,,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/02/2021,"9 TARA COURT, SALEEN, CASTLEBAR",Mayo,,"€57,000.00",No,No,Second-Hand Dwelling house /Apartment,
